,Clue,Answer,Explanation
10586,Regular gin drunk at sundown,EVENING,"Definition: sundown
A charade of EVEN and anagram of GIN;
"
10587,Very happy after start of birth that’s overdue,BELATED,"Definition: overdue
A charade of B for the first letter of ‘birth’ and ELATED.
"
10588,Part of village about to be let into inside information,GREEN,"Definition: Part of village
An insertion of RE for ‘about’ in GEN for ‘information’.
"
10589,Small dog found in experimentation facility,LAB,"Definition: Small dogexperimentation facility
I don’t do dogs, preferring birds, but this is a dd, with the first part being an abbreviation for LABRADOR.
"
10590,Symbol to know?,TOKEN,"Definition: Symbol
A bit of dialect.  TO KEN could be ‘to know’.  Mainly Scottish, I think. * Do you ken John Peel …  *
"
10591,Practise move before spell of bowling,RUN OVER,"Definition: Practise
A charade of RUN and OVER.
"
10592,Spanish fellow takes in visiting politician,SENATOR,"Definition: politician
An insertion of AT for ‘visiting’ in SENOR for the Spanish guy.
"
10593,Choral composition with very small piece for tenor,MOTET,"Definition: Choral composition
A charade of MOTE for ‘very small piece’ and T. MOTE is archaic, but features in the Bible: *Let me pull out the mote out of thine eye.*
"
10594,Tailors are mostly upset by this description of their trade,SARTORIAL,"Definition: this description of their trade
anagram of TAILORS AR[E];
"
10595,Conservative welcoming a new member of the clergy,CANON,"Definition:  member of the clergy
An insertion of A and N in CON.
"
10596,Break in card game,SNAP,"Definition: Breakcard game
A dd.
"
10597,Staff turning up bearing instruction to pay close attention,NOTA BENE,"Definition: pay close attention
This took me a long time to get.  It’s a reversal of BATON for ‘staff’ over ENE for ‘east north east’ as a ‘bearing’.
"
10598,Adventurer provides a means of escape,VENT,"Definition: a means of escape
Hidden in adVENTurer.
"
10599,Cross European capital to pick up minstrel’s last song,MADRIGAL,"Definition: song
A charade of MAD for ‘cross’, RIGA for the ‘European capital’ and L for the last letter of ‘minstrel’.
"
10600,Sign of damage on top of sailor’s old lucky charm,SCARAB,"Definition: old lucky charm
A charade of SCAR and AB.
"
10601,Tiny blonde foreign writer,ENID BLYTON,"Definition: writer
anagram of TINY BLONDE; with ‘foreign’ as the anagrind.
"
10602,Ring taken by Italian robber,BANDIT,"Definition: robber
A charade of BAND and IT.
"
10603,Stop agricultural leader being put in pen,STAY,"Definition: Stop
The first letter of ‘agricultural’ inserted into STY.
"
10604,Awfully large composer,ELGAR,"Definition: composer
anagram of LARGE;
"
10605,Pub gets huge applause for start of something new,INNOVATION,"Definition: start of something new
A charade of INN and OVATION.
"
10606,Opportunity to welcome in new benefactor,DONOR,"Definition: benefactor
An insertion of N in DOOR.
"
10607,Foot of wall lit up in lower part of old Paris prison,BASTILLE,"Definition: old Paris prison
An insertion of L for the last letter of ‘wall’ and LIT reversed in BASE for ‘foot’.
"
10608,Take me in for treatment with anaesthetic,KETAMINE,"Definition: anaesthetic
anagram of TAKE ME IN;
"
10609,One hundred turned up to meet a railway’s legal official,NOTARY,"Definition: legal official
A charade of TON reversed and A RY.
"
10610,Get back in case of 13 across in wet weather,REGAIN,"Definition: Get back
Are we doing Quiptic stuff here?  The ‘case of 13 across’ is EG because the answer is EveninG, so you need to insert that into RAIN to get your answer.
"
10611,Engage in home shopping,MESH,"Definition: Engage
Hidden in hoME SHopping.
"
10612, Tie up Latin master,LACE,"Definition:  Tie up
A charade of L and ACE.
"
10613,Fish in large barrel on top of aquarium,TUNA,"Definition: Fish
A charade of TUN and A for the first letter of ‘aquarium’. A TUN is a ‘large barrel’ used for storing beer and is often seen in pub names.
"
10614,Drunken men in the East not a problem for elephants,AMNESIA,"Definition: not a problem for elephants
An insertion of anagram of MEN; in ASIA.  Elephants never forget, allegedly.
"
10615,Mobbed bird died after missing island,CROWDED,"Definition: Mobbed
A charade of CROW and D[I]ED.
"
10616,Short of some computer services,TERSE,"Definition: Short
Hidden in compuTER SErvices.
"
10617,"This place makes dad better, without initially trying homeopathy",HEALTH SPA,"‘Without’ is an invitation to insert T and H for the first letters of ‘trying’ and ‘homeopathy’ in HEALS PA for ‘makes dad better’.  I’ve given up on saying stuff is &lit, so I’ll just go for a cd.
"
10618,Upset about change of direction by journalist,OVERTURNED,"Definition: Upset
A charade of OVER, TURN and ED.
"
10619,Reportedly regretted being impolite,RUDE,"Definition: impolite
A homophone of RUED for ‘regretted’.
"
10620,Form new board after company becomes prosperous,COMFORTABLE,"Definition: prosperous
A charade of  anagram of FORM; in CO and TABLE for ‘board’.  For newer solvers, think ‘board and lodging’, which means you get fed and somewhere to sleep.  As for the definition, I am COMFORTABLE, but wouldn’t describe myself as ‘prosperous’.
"
10621,Clear partner tans unconventionally,TRANSPARENT,"Definition: Clear
anagram of PARTNER TANS;
"
10622,Warms up unopened food,EATS,"Definition: food
[H]EATS
"
10623,Consent to hang about drinking,SWALLOWING,"Definition: drinking
An insertion of ALLOW in SWING.
"
10624,Brief tip for candidates to be interviewed,SHORTLIST,"Definition: candidates to be interviewed
A charade of SHORT and LIST for ‘tip’.
"
10625,Scent unprincipled reversal after departure of Labour leader,AROMA,"Definition: Scent
The setter is asking you to think AMORAL for ‘unprincipled’, reverse that, and take L for the first letter of ‘Labour’ out of that.  AMORA[L] reversed.
"
10626,Be entitled to see very red after reorganisation,DESERVE,"Definition: Be entitled to
anagram of SEE V RED;
"
10627,Money to reward workers’ time,PAYMENT,"Definition: Money
A charade of PAY, MEN and T.
"
10628,Performance of first part of play now showing,ACTION,"Definition: Performance
The first part of a play would be ACT I, and if it was ‘showing’, it would be ON.
"
10629,"Tended to run over at speed, regularly",NURSED,"Definition: Tended
A reversal of RUN followed by the odd letters of ‘speed’.
"
10630,I doubt belief system can be said to be healthy,SCEPTICISM,"Definition: can be said to be healthy
I’ll have a stab at this because I have to go out soon, but others will help if I’ve got it wrong.  It’s a charade of SCEPTIC for ‘I doubt’ and ISM for ‘belief system’.  And it’s referring to the phrase ‘a healthy dose of scepticism’.  Or perhaps not.
"
10631,Detest serious assault on old republican,ABHOR,"Definition: Detest
A charade of ABH for actual bodily harm or ‘serious assault’ and O and R.
"
10632,Guardian could be no cheaper,CHAPERONE,"Definition: Guardian
anagram of NO CHEAPER;
"
10633,Chooses to stop being worried,OPTS,"Definition: Chooses
anagram of STOP;
"
10634,Interrupts usual routines to come back during children’s game,DISTURBS,"Definition: Interrupts
An insertion of RUTS for ‘usual routines’ reversed in DIBS for ‘children’s game’.  I’ve never come across it in this definition, having only heard of it in the sense of ‘I’ve got first dibs on that’.
"
10635,Condition resulting from bad sweets I chewed after losing wife and son,DIABETES,"Definition: Condition
anagram of BAD[S][W]EETSI;
"
10636,Still place soldiers next to a railway,STATIONARY,"Definition: Still
A charade of STATION and A RY.
"
10637,Intend joining women on hot French island for now,MEANWHILE,"Definition: for now
A charade of MEAN for ‘intend’, W for ‘women’, H for ‘hot’ and ILE for the French word for ‘island’.
"
10638,Worried about sweets,STRESSED,"Definition: Worried
It’s old, but it still works.  A reversal of DESSERTS.
"
10639,Anti-cops riot makes headlines,CAPTIONS,"Definition: headlines
anagram of ANTI COPS;
"
10640,I’m the first figure to support South American singer,SIMONE,"Definition: American singer
Since it’s a down clue, it’s I’M ONE to ‘support’ S for ‘south’ and it gives you the ‘American singer’ Nina SIMONE.
"
10641,Horrified at embracing terrible hags,AGHAST,"Definition: Horrified
An insertion of anagram of HAGS; in AT.
"
10642,In middle of eclipse in Paris you appeared radiant,LIT UP,"Definition: radiant
Provis is asking you to place TU for the informal ‘you’ in French inside LIP for the middle letters of ecLIPse.
"
10643,Cause trouble in prison,STIR,"Definition: Cause troublein prison
A dd.
"
10644,Taking road to renovated cabin in a taxi,MINICAB,"Definition: a taxi
A charade of MI for M1, the London to Leeds motorway or ‘road’ and anagram of CABIN;
"
10645,"Performer tears it, unfortunately",ARTISTE,"Definition: Performer
anagram of TEARS IT;
"
10646,Gum from fixtures inside houses,RESIN,"Definition: Gum
Hidden in fixtuRES INside.
"
10647,Tranquillity of old city shown in design,COMPOSURE,"Definition: Tranquillity
An insertion of UR for the setters’ favourite ‘old city’ in COMPOSE.
"
10648,"Paper and envelopes not shifting, we’re told",STATIONERY,"Definition: Paper and envelopes
A homophone of STATIONARY.
"
10649,"Problem so negligible any geek, primarily, could solve it",SNAG,"Definition: Problem
The first letters of the second, third, fourth and fifth words of the clue.
"
10650,Revised cost to king’s agents. those dealing in securities,STOCKBROKERS,"Definition: those dealing in securities
There should be a comma, rather than a full stop, in the clue.  But it’s anagram of COST; followed by K and BROKERS.
"
10651,"Do high tea for drunk, as a cure for a hangover",HAIR OF THE DOG,"Definition: as a cure for a hangover
anagram of DO HIGH TEA FOR;
"
10652,"Tossed salad endlessly? Oh, dear!",ALAS,"Definition: Oh, dear
Moley is asking you to take the last letter from ‘salad’ and then make an anagram.  anagram of SALA[D];
"
10653,Colour of unusual beard for dead cockney,BROWN BREAD,"Definition: dead cockney
I learned today that BROWN BREAD is cockney rhyming slang for ‘dead’.  This seems to be BROWN plus anagram of BREAD; but I can’t quite get this to work in what passes for my crossword brain.
"
10654,"In case, for a change, everyone at first has connections",ALLIANCES,"Definition: connections
A charade of ALL and anagram of IN CASE;
"
10655,"Animal discovered within earshot, terrified",OTTER,"Definition: Animal
Hidden in earshOT TERRified.
"
10656,They try out new setters,TESTERS,"Definition: They try out
That’ll be us, then.  anagram of SETTERS;
"
10657," Teams, level at one point, with the Spanish leading",ELEVENS,"Definition:  Teams
A charade of EL for one of the Spanish words for ‘the’, EVEN and S for one of the four ‘points’ of the compass.
"
10658,"Marsh, a medic, with artist on ship",MORASS,"Definition: Marsh
A charade of MO for Medical Orderly or ‘medic’, RA and SS.
"
10659,Mixed saunas in the Bahamas,NASSAU,"Definition: in the Bahamas
anagram of SAUNAS;  Some folk don’t like ‘in the Bahamas’ to clue this.  I’m on the fence.
"
10660,"Prisoner, one on view",CONVICTION,"Definition: view
A charade of CONVICT, I and ON.  Good surface.
"
10661,Rasher postgraduate study?,BACON,"Definition: Rasher
CON is ‘study’, and BA is a ‘graduate’, so I think that Moley is asking us to make a charade of CON after (‘post’) BA.
"
10662,Worthy naval officer going round Britain with Elizabeth,ADMIRABLE,"Definition: Worthy
An insertion of B in ADMIRAL followed by E for ‘Elizabeth’, which is the E part of *Elizabeth Regina*, I suppose, although I’m not keen on that as part of a Quiptic clue.
"
10663,God in authority?,THOR,"Definition: God
Hidden in auTHORity, giving you the name of the Norse god who is responsible for the fourth day of the week.
"
10664,Waste squad adopting name with hesitation,SQUANDER,"Definition: Waste
An insertion of N in SQUAD followed by ER.
"
10665,"Perk up, as one reneges, sadly",ENERGISE,"Definition: Perk up
anagram of I RENEGES;
"
10666,Chinese game four reportedly ruined to risk everything,GO FOR BROKE,"Definition: to risk everything
GO is an ancient ‘Chinese game’, then you need a homophone of ‘four’ and BROKE.
"
10667,Cast around: a measure of gold turned up in waterfalls,CATARACTS,"Definition: waterfalls
I think that this is CARAT reversed in anagram of CAST;
"
10668,Wonders at amazing events,MIRACLES,"Definition: Wondersamazing events
A dd.
"
10669,"The web let fly, a cause of some irritation",NETTLE,"Definition: a cause of some irritation
A charade of NET and anagram of LET; with ‘fly’ as the anagrind.
"
