,Clue,Answer,Explanation
14335,Fellow judged ready for the post (7),FRANKED,"Definition: ready for the post
F (fellow) RANKED (judged)"
14336,Line on map is over bank at mouth of river (6),ISOBAR,"Definition: Line on map
IS O (over) BAR (bank at mouth of river)"
14337,Three notes given to Oriana’s first mate (5),AMIGO,"Definition: mate
A MI G (three notes, in music) then Oriana (first letter of)"
14338,"One way ticket put on credit card, our grandkids’ll pay for it! (6-3,7)",SINGLE-USE PLASTIC,"Definition: our grandkids’ll pay for it
SINGLE (one way ticket) then USE PLASTIC (put on credit card)"
14339,Leading artist – Constable perhaps – gets a source of oil (5),COPRA,"Definition: a source of oil
COP (police constable perhaps) in front of (leading…is…) RA (Royal Academician, artist)"
14340,Threatened junior journalist (7),LOWERED,"Definition: Threatened
LOWER (junior) ED (editor, journalist)"
14341,Universal symbol not unknown in Kipling’s work (7),MANDALA,"Definition: Universal symbol
MANDALAy (work by Kipling) missing Y (an unknown) – religious symbol representing the universe"
14342,X-Men character ripped end off S&M clothing (5),STORM,"Definition: X-Men character
TORe (ripped, end letter off) inside (with…clothing) S & M – superhero from Marvel Comics, first appearing 1975"
14343,Wealthy stock speculator hedging European parliament (9),REICHSTAG,"Definition: parliament
RICH (wealthy) STAG (speculator) contains (hedging) E (European)"
14344,Wife leaving a hint of perfume behind (3),AFT,"Definition: behind
W (wife) missing from wAFT (a hint of perfume)"
14345,"Oh Okay; Boy Scouts upset by universal insult (3,3,5,2,3)",YAH BOO SUCKS TO YOU,"Definition: insult
anagram (upset) of OH OKAY BOY SCOUTS the U (universal)"
14346,"I met Presley dancing (after a fashion) (6,5)",EMPIRE STYLE,"Definition: after a fashion
anagram (dancing) of I MET PRESLEY"
14347,Scarf got pinched from Latin American city (3),BOA,"Definition: Scarf
GOT missing from BOgotA (Latin American city)"
14348,"“Some cream, Erica?” “Nope; just black coffee.” (9)",AMERICANO,"Definition: just black coffee
found inside (some of) creAM ERICA NOpe"
14349,Blue releasing record in fancy packaging (7),DRESSED,"Definition: fancy packaging
DepRESSED (blue) missing (releasing) EP (extended play, record)"
14350,Be employed in sex trade at the lowest price? (2-5),EX-WORKS,"Definition: at the lowest price
WORK (be employed) in anagram (trade) of SEX"
14351,Managed to cook – bottled gas (5),RADON,"Definition: gas 
DO (to cook) inside (bottled by) RAN managed"
14352,"Green favourite up north pushes May out (5,4)",MUSHY PEAS,"Definition: Green favourite up north
anagram (out) of PUSHES MAY – I never realised this was a particularly northern dish until now"
14353,Special beers a feature of Boxing Day? (5),SALES,"Definition: a feature of Boxing Day
S (special) ALES (beers)"
14354,Not a vintage Welsh town (7),NEWPORT,"Definition: Welsh town
NEW PORT (so not a vintage port)"
14355,"Doctor run over visiting royal flipping dignitary (4,5)",LORD MAYOR,"Definition: dignitary
MD (doctor) R (run) reversed (over) inside (visiting) anagram (flipping) of ROYAL"
14356,"Some launder these articles when in U-boat (5,3,3)",UNDER THE SEA,"Definition: when in U-boat
found inside (some of) laUNDER THESE Articles"
14357,Victim of fungus regularly exhibited red lump (3),ELM,"Definition: Victim of fungus
every other letter (regularly exhibited) of rEd LuMp – victim of “Dutch Elm Disease”, a fungus spread by beetles"
14358,A piece of cake for top military bod Henry (5),CINCH,"Definition: A piece of cake
C-IN-C (commander-in-chief, top military bod) then H (Henry)"
14359,A northern Arab state is replacing King with son – that’s a relief! (9),ANALGESIA,"Definition: that’s a relief
A N (northern) ALGErIA (Arab state) rih R (rex, king) replaced by S (son)"
14360,"Ugly Soviet row about vacant ritzy housing for the out-of-touch elite? (5,6)",IVORY TOWERS,"Definition: housing for the out-of-touch elite
anagram (ugly) of SOVIT ROW contains (about) RitzY (vacant, no middle letters)"
14361,"A FT column, a new article for those in the 12, and a great leader! (9)",ALEXANDER,"Definition: a great leader
A LEX (a daily column in the FT newspaper) A N (new) DER (and in German, for those in the Reichstag)"
14362,"Thai temple pews turned up a year after having been taken by storm surge (5,4)",SWEPT AWAY,"Definition: having been taken by storm surge
WAT (Thai temple) PEWS reversed (turned up) then A Y (year)"
14363,Church land ahead of the curve? (7),PREBEND,"Definition: Church land
just a guess: PRE (ahead of) BEND (the curve) – I can’t make sense of the definition"
14364,"Laurel, Hardy finally getting rebate sorted out (3,4)",BAY TREE,"Definition: Laurel
anagram (sorted out) of hardY (finally) with REBATE"
14365,Dramatist nursed in retirement by Edith Nesbit (5),IBSEN,"Definition: Dramatist
found reversed (in retirement) inside (nursed by) edith NESBIt"
14366,Twice America grasped the head of Russian Bear (5),URSUS,"Definition: Bear
US US (America, twice) contains (grasped) Russian (head, first letter of)"
14367,"Not very bright, I’m invested in obsolete currency (3)",DIM,"Definition: Not very bright
I inside (is invested in) DM (Deutsche Mark, obsolete currency)"
14368,Unit of rock strata (7),ERATHEM,competition clue
14369,Showing kind Nestor will always encourage pupils (5),SAMEN,Showing kindnes**s a ment**or will always encourage pupils
14370,"As craftsmen they are trained in tally, well qualified (9)",HEARTSORE,As craftsmen they are trained in t**he art so re**ally well qualified
14371,Th ose naughty kids have got involved in ark (6),ASHLAR,Those naughty kids have got involved in a r**ash lar**k
14372,"We now have moles in the garden, a next nuisance (6)",TRAPES,"We now have moles in the garden, an ex**tra pes**t nuisance"
14373,You’ll find what chef calls fare (king of garlic stuffing) (4),CIRE,"You’ll find what chef calls far**ci, re**eking of garlic stuffing – I had CERE (…far**ce re**eking…) as my fist attempt which looked good but gave me great problems with 2 down"
14374,Downing his last pints alone in the empty bar (6),TSOTSI,Downing his last pin**t sot si**ts alone in the empty bar
14375,As drum-major he carries the bone (6),ATONAL,As drum-major he carries the b**aton al**one
14376,Not being judge – nothing objectionable in others’ deeds (9),MENTALISE,Not being judg**mental I se**e – nothing objectionable in others’ deeds
14377,The army receives pay increase so battas are lifted (9),LIONHEART,The army receives pay increase so batta**lion heart**s are lifted
14378,A citizen of Kolkata by the maids around (6),ANIMES,A citizen of Kolkata by the maid**an I mes**s around
14379,"If I lope, regularly for wild-life programmes (6)",MANTEL,I fil**m antel**ope regularly for wild-life programmes
14380,"Never having said goodbye, he’s just stout (4)",LENO,"Never having said goodbye, he’s just sto**len o**ut"
14381,"Th is is where I go out, and by this doer (6)",ORIENT,"This is where I go out, and by this do**or I ent**er"
14382,After diagnosis of this a demise is unlikely (6),NOMADE,After diagnosis of this ade**noma de**mise is unlikely
14383,Th e troops were ordered to surround offensive (9),RENDERING,The troops were ordered to sur**render in g**round offensive
14384,The area offers presentable flats for high earners (5),TIGER,The area offers pres**tige r**entable flats for high earners
14385,I’ve rarely heard magistrates criticise in summing up (7),MASTERS,I’ve rarely heard magistrates criticis**m as ters**e in summing up
14386,We’re worried about her – she’s being strange of late (5),~~EXACT~~ ENACT,"We’re worried about her s**ex act**, he’s being strange of late *We’re worried about her – she’s be**en act**ing strange of late*"
14387,My passionate secretary shows heart with love’s filing (9),RESISTING,My passionate secretary shows heart with love’s fi**res is ting**ling
14388,"After shower every morning one’s in bed, ripping? (6)",ATHROB,After shower every morning one’s in b**ath rob**e dripping?
14389,"One strains to overtones, keen to join in (6)",HEARSE,"One strains to over**hear se**t, ones keen to join in"
14390,With inexperienced cast I found inarticulate (9),EARLINESS,With inexperienced cast I f**ear lines s**ound inarticulate
14391,Th e cameramen need the roller for extra height (6),STRATA,The cameramen need the ro**stra ta**ller for extra height
14392,Wing lost in church crisis (4),ASAR,W**as a r**ing lost in church crisis
14393,"In TV cookery programme chef shows his den, starting recipe (6)",MOPANI,In TV cookery programme chef shows his de**mo pan i**n starting recipe
14394,"It’s better to keep hot pork pies, undermine one’s reputation (7)",NESTLES,It’s better to keep ho**nest les**t pork pies undermine one’s reputation
14395,Furious madam at her toilet fired tall domestic! (9),CATAMENIA,Furious madam at her toilet fired tal**c at a menia**l domestic
14396,Verily they approached us with gentle words and lowly responded (9),EASTENDER,Verily they approached us with gentle words and lo w**e as tender**ly responded
14397,"The safari guide had to finish off – I’m pally, wounded (7)",ALAMORT,The safari guide had to finish off imp**ala mort**ally wounded
14398,Wretches collecting rock fragments travel pits (6),OILING,Wretches collecting rock fragments t**oil in g**ravel pits
14399,"How otherwise refer to whey-faced nuisance? Ask, perhaps (6)",HENNER,"How otherwise refer to whey-faced nuisance? As**hen ner**k, perhaps"
14400,"It’s said an emperor chose his horse, foul (6)",RACONS,It’s said an emperor chose his horse fo**r a cons**ul
14401,"Once you’ve had a tad, wine like this will win you over (6)",STEARE,Once you’ve had a ta**ste a re**d wine like this will win you over
14402,"To recondition some wheels, get the felt ripped off (5)",LOESS,"To recondition some wheels, get the fel**loes s**tripped off"
14403,Preparing cookers one probably needs to have coach (4),REDE,Preparing cookers one probably needs to have co**red e**ach
14404,"In complete opposItion, some central Europeans excepted (5,5)",POLES APART,"Definition: In complete opposItion
POLES (Poles, some central Europeans) and APART (excepted)"
14405,"Beginning to seem backward in culture, behind the times (4)",SLOW,"Definition: behind the times
Seem (first letter, beginning to) then LOW (backward in culture)"
14406,Get in touch with shrink right way (7),CONTACT,"Definition: Get in touch with
CONTrACT (shrink) missing R (right)"
14407,Rank outsider? Work inside on her jumping (2-5),NO-HOPER,"Definition: Rank outsider
OP (opus, work) inside anagram (jumping) of ON HER – only just an anagram!"
14408,"Thoroughly at home, always? Surely not! (4,1,5)",WELL I NEVER,"Definition: Surely not!
WELL (thoroughly) IN (at home) EVER (always)"
14409,"Climber in cream, not gold (3)",IVY,"Definition: Climber
IVorY (cream, colour) missing OR (gold)"
14410,"Wily, like ancient king, leader of Egyptians (6)",ASTUTE,"Definition: Wily
AS (like) TUT (ancient king) then Egyptians (first letter, leader of)"
14411,Labour pains (8),STRUGGLE,"Definition: Labour
double definition"
14412,Drink freely by left luggage facility at 27 (8),CAROUSEL,"Definition: luggage facility at 27
CAROUSE (drink freely) then L (left)"
14413,"Get the message about ending of aid, and lose one’s temper (3,3)",SEE RED,"Definition: lose one’s temper
SEE (get the message) RE (regarding, about) then aiD (end letter of)"
14414,"Pair, uneasy at first, entering party (3)",DUO,"Definition: Pair
Uneasy (first letter of) inside DO (party)"
14415,"Almost her age, nun worried about head of order (4,6)",NEAR ENOUGH,"Definition: Almost
anagram (worried) of HER AGE NUN containing (about) Order (first letter, head of)"
14416,"Ban therefore must include doctor, American (7)",EMBARGO,"Definition: Ban
ERGO (therefore) contains MB (doctor) A (American)"
14417,"Perhaps John Lennon tune on piano, or beginning of “Thriller” (7)",AIRPORT,"Definition: Perhaps John Lennon
AIR (tune) on P (piano) OR then Thriller (first letter, beginning of) – Liverpool airport"
14418,Say nothing about a small band (4),SASH,"Definition: band
SH (say nothing) contains (about) A S (small)"
14419,"On tenth lap, running in athletics event (10)",PENTATHLON,anagram (running) of ON TENTH LAP – an apt anagram
14420,Speed of expert under pressure (4),PACE,"Definition: Speed
ACE (expert) follows P (pressure)"
14421,Tolerant of knight that is breaking fast (7),LENIENT,"Definition: Tolerant
N (knight, chess) IE (that is) inside (breaking) LENT (a fast)"
14422,"Climber in vivid red, athletic type (7,6)",SCARLET RUNNER,"Definition: Climber
SCARLET (vivid red) then RUNNER (athletic type) – a climbing plant"
14423,"Very strong, round number in gym (6)",POTENT,"Definition: Very strong
O (something round) TEN (a number) in PT (physical training, gym)"
14424,"To give a facelift to US city, tax highest of earners? (8)",RENOVATE,"Definition: To give a facelift to
RENO (US city) VAT (a tax) Earners (first letter, in highest position)"
14425,Bird got in annexe after friend turned up (7),LAPWING,"Definition: Bird
WING (annexe) follows PAL (friend)"
